USER,SKILLS,DOMAIN,LOCATION,experience
Andrew Kaminski,Coaching and Mentoring,Environmental Services,Thiruvananthapuram,2
Christa,Creative Thinking,Food and Beverage,Gaya,1
Alysha,Multilingualism,Telecommunications,Gandhinagar,5
Dimitri Larsen,Risk Management,Fashion and Apparel,Udaipur,0
Arielle,Sales Strategy,Pharmaceuticals,Lucknow,7
Tania,Flutter,Interior Design and Decor,Amritsar,4
Sarai Boehm,Mobile App Development ,Fitness and Wellness,Agra,2
Makayla Richter,Data Analysis ,Aerospace and Defense,Manesar,6
Margo,Database Management ,Media and Publishing,Hyderabad,3
Amanda Malloy,Cloud Computing ,Waste Management,New Delhi,1
Byron,Machine Learning and AI,Renewable Energy,Sonipat,5
Moises Cervantes,Cybersecurity,Music and Arts,Bhopal,0
Margarita Moua,DevOps,Insurance,Jhansi,2
Johnathon,Network Administration,Retail,Patna,7
Tristian Doran,Software Testing and Quality Assurance,Manufacturing,Dehradun,1
Elijah Dewey,IT Support,Wholesale,Dharamanagar,6
Kelis,UI/UX Design,E-commerce,Noida,3
Esther,Digital Marketing,Finance,Nainital,5
Tavion Driscoll,Data Science,Real Estate,Nadia,4
Nyasia Benner,Blockchain Development,Hospitality,Vijaywada,0
Lilia Hatcher,Internet of Things (IoT),Healthcare,Amravati,7
Glenn,Game Development,Technology,Ghaziabad,1
Jaidyn Austin,Augmented Reality (AR) and Virtual Reality (VR),Aerospace and Defense,Kanpur,3
Stefani Corcoran,Big Data and Hadoop,Media and Publishing,Ambala,0
Sergio Jarvis,Communication Skills,Waste Management,Manesar,5
Abram Beebe,Leadership,Renewable Energy,Hyderabad,4
Krysta,Problem-Solving,Music and Arts,New Delhi,7
Judith,Creativity,Insurance,Sonipat,2
Lamont Barrios,Critical Thinking,Medical,Bhopal,6
Isabela Scholl,Adaptability,Agriculture,Jhansi,0
Brooklyn Boyd,Time Management,Energy,Patna,3
Brandan,Project Management,Retail,Dehradun,5
Carissa,Cross Platform Development,Technology,Chandigarh,1
Rayne,Teamwork,Transportation and Logistics,Vishakhapatnam,6
Dante,Decision-Making,Construction,Thiruvananthapuram,4
Phoebe,Public Speaking,Entertainment,Gaya,0
Gwendolyn Stanfield,Customer Service,Education,Gandhinagar,2
Jorge,Negotiation,Agriculture,Udaipur,3
Ellis,Programming ,Energy,Lucknow,7
Glenn Jankowski,Web Development ,Automotive,Kozhikode,1
Tyquan Pittman,Mobile App Development ,Consulting,Indore,5
Simeon,Data Analysis ,Legal Services,Pune,7
Ivette,Database Management ,Marketing and Advertising,Ukhrul,4
Jaelyn Layman,Cloud Computing ,Environmental Services,Cherrapunji,0
Antonia,Machine Learning and AI,Food and Beverage,Zawlnuam,3
Jaleel,Cybersecurity,Telecommunications,Jakhama,6
Denisse Tennant,DevOps,Fashion and Apparel,Rourkela,2
Shauna Mattson,Network Administration,Pharmaceuticals,Mohali,1
Angie Merchant,Software Testing and Quality Assurance,Interior Design and Decor,Udaipur,5
Jaylon,IT Support,Fitness and Wellness,Geyzing,0
Valentina Shull,UI/UX Design,Nonprofits,Coimbatore,7
Helen Venable,Digital Marketing,Aerospace and Defense,Medak,4
Sam,Data Science,Media and Publishing,Dharamanagar,2
Jeremy Markham,Blockchain Development,Aerospace and Defense,Noida,6
Cody,Internet of Things (IoT),Media and Publishing,Nainital,3
Jayson Herrmann,Game Development,Waste Management,Vishakhapatnam,1
Genesis,Augmented Reality (AR) and Virtual Reality (VR),Renewable Energy,Thiruvananthapuram,4
Fletcher Weeks,Programming ,Music and Arts,Gaya,6
Joanne,Web Development ,Insurance,Gandhinagar,2
Bradley Wiles,Mobile App Development ,Retail,Udaipur,7
Mordechai Albertson,Data Analysis ,Manufacturing,Ahmedabad,1
Susana,Database Management ,Wholesale,Rajkot,3
Tessa Ricketts,Cloud Computing ,E-commerce,Gwalior,0
Mindy Earl,Machine Learning and AI,Finance,Indore,5
Elisabeth Crenshaw,Cybersecurity,Real Estate,Hamirpur,4
Jayden Lorenzo,DevOps,Hospitality,Guwahati,7
Uriah Champagne,Network Administration,Healthcare,Kota,2
Derrick,Software Testing and Quality Assurance,Technology,Thiruvananthapuram,6
Garrison,IT Support,Finance,Vellore,0
Gloria Dugger,UI/UX Design,Real Estate,Vijaywada,3
Kim Sizemore,Digital Marketing,Hospitality,Amravati,5
Kristian,Data Science,Healthcare,Ghaziabad,1
Giancarlo Clay,Blockchain Development,Technology,Kanpur,6
Gina,Internet of Things (IoT),Transportation and Logistics,Ambala,4
Jesenia,Game Development,Construction,Manesar,0
Gianni Couture,Augmented Reality (AR) and Virtual Reality (VR),Entertainment,Hyderabad,2
Nicolas Levine,Big Data and Hadoop,Education,New Delhi,3
Clarence,Communication Skills,Agriculture,Sonipat,7
Zack,Leadership,Energy,Bhopal,1
Brian Cave,Problem-Solving,Automotive,Jhansi,5
Walker,Creativity,Consulting,Patna,7
Gwendolyn,Critical Thinking,Legal Services,Dehradun,4
Nelly Culbertson,Adaptability,Marketing and Advertising,Chandigarh,0
Porter Ashcraft,Time Management,Environmental Services,Vishakhapatnam,3
Gonzalo,Project Management,Food and Beverage,Thiruvananthapuram,6
Kalen,Cross Platform Development,Telecommunications,Gaya,2
Sofia Santiago,Teamwork,Fashion and Apparel,Gandhinagar,1
Lourdes,Decision-Making,Pharmaceuticals,Udaipur,5
Giovani Wertz,Public Speaking,Interior Design and Decor,Hyderabad,0
Long,Customer Service,Fitness and Wellness,New Delhi,7
Elian Simon,Negotiation,Nonprofits,Sonipat,4
Janelle Gallo,Sales and Marketing,Aerospace and Defense,Bhopal,2
Tricia,Financial Literacy,Media and Publishing,Jhansi,6
Bree Norris,Writing and Editing,Waste Management,Patna,3
Alexandro Broussard,Presentation Skills,Renewable Energy,Dehradun,1
Jasper,Conflict Resolution,Music and Arts,Chandigarh,5
Earl Florence,Strategic Planning,Insurance,Vishakhapatnam,0
Chance Desimone,Interpersonal Skills,Retail,Thiruvananthapuram,2
Siena Banuelos,Networking,Manufacturing,Gaya,7
Kelli McCrary,Organization,Wholesale,Gandhinagar,1
Muhammad,Research,E-commerce,Udaipur,6
Chris Calabrese,Time Management,Finance,Lucknow,3
Edgardo Meade,Stress Management,Real Estate,Amritsar,5
Calista,Cross-Cultural Competence,Hospitality,Agra,4
Declan,Problem-Solving,Healthcare,Manesar,0
Kristen Pederson,Adaptability,Technology,Hyderabad,7
Ulises Jaeger,Leadership,Transportation and Logistics,New Delhi,1
Dominique Dial,Critical Thinking,Construction,Sonipat,3
Beth,Cross Platform Development,Entertainment,Bhopal,0
Freddy Langston,Customer Service,Education,Jhansi,5
Paulina Luong,Sales and Marketing,Agriculture,Patna,4
Rogelio,Public Relations,Energy,Dehradun,7
Ginger,Conflict Resolution,Automotive,Chandigarh,2
Reilly Burkhart,Negotiation,Consulting,Vishakhapatnam,6
Floyd,Project Management,Legal Services,Thiruvananthapuram,0
Blayne Wagner,Entrepreneurship,Marketing and Advertising,Gaya,3
Trevin Brink,Ethics and Integrity,Environmental Services,Gandhinagar,5
Thea,Decision-Making,Food and Beverage,Udaipur,1
Annette,Time Management,Telecommunications,Ahmedabad,6
Selena Pereira,Financial Planning,Fashion and Apparel,Rajkot,4
Santana Nance,Event Planning,Pharmaceuticals,Gwalior,0
Christopher,Coaching and Mentoring,Interior Design and Decor,Indore,2
Lara,Creative Thinking,Fitness and Wellness,Nainital,3
Leland Haskell,Multilingualism,Nonprofits,Hamirpur,7
Billie,Risk Management,Aerospace and Defense,Noida,1
Clint,Sales Strategy,Media and Publishing,Nainital,5
Billy Parham,Flutter,Waste Management,Vishakhapatnam,7
Jordi Osullivan,Mobile App Development ,Renewable Energy,Thiruvananthapuram,4
Jorden Burnham,Data Analysis ,Music and Arts,Gaya,0
Kelly,Database Management ,Insurance,Gandhinagar,3
Macy,Cloud Computing ,Medical,Udaipur,6
Andrew Schaeffer,Machine Learning and AI,Agriculture,Ahmedabad,2
Lars,Cybersecurity,Aerospace and Defense,Rajkot,1
Vaughn Elliott,DevOps,Media and Publishing,Gwalior,5
Shawna Buchanan,Network Administration,Waste Management,Indore,0
Quentin Puente,Software Testing and Quality Assurance,Renewable Energy,Hamirpur,7
Keona Waite,IT Support,Music and Arts,Guwahati,4
Hugo,UI/UX Design,Insurance,Kota,2
Desean Ragsdale,Digital Marketing,Medical,Amravati,6
Ronnie,Data Science,Agriculture,Itanagar,3
Terence,Blockchain Development,Energy,Dispur,1
Lars Sandoval,Internet of Things (IoT),Retail,Patna,4
Shelbie Cain,Game Development,Technology,Raipur,6
Ramsey,Augmented Reality (AR) and Virtual Reality (VR),Transportation and Logistics,Panaji,2
Milton Chau,Big Data and Hadoop,Construction,Gandhinagar,7
Zoe Rocha,Communication Skills,Entertainment,Chandigarh,1
Dymond,Leadership,Education,Shimla,3
Kennedy,Problem-Solving,Agriculture,Srinagar,0
German,Creativity,Energy,Ranchi,5
Harrison,Critical Thinking,Automotive,Bangalore,4
Summer Crouse,Adaptability,Technology,Thiruvananthapuram,7
Niya,Time Management,Transportation and Logistics,Bhopal,2
Mina Sotelo,Project Management,Construction,Mumbai,6
Jaden Franklin,Cross Platform Development,Entertainment,Imphal,0
Tyriq Bianco,Teamwork,Education,Shillong,3
Alice Basham,Decision-Making,Agriculture,Aizwal,5
Kenzie,Public Speaking,Energy,Kohima,1
Nicklaus Coon,Customer Service,Automotive,Bhubaneswar,6
Rocky McNeill,Negotiation,Consulting,Chandigarh,4
Rahul,Programming ,Legal Services,Jaipur,0
Teresa Boyle,Web Development ,Marketing and Advertising,Thiruvananthapuram,2
Eleazar Sams,Mobile App Development ,Environmental Services,Gaya,3
Anyssa,Data Analysis ,Food and Beverage,Gandhinagar,7
Mohamed Grooms,Database Management ,Telecommunications,Udaipur,1
Alejandra Stearns,Cloud Computing ,Medical,Lucknow,5
Winter Travis,Machine Learning and AI,Agriculture,Gandhinagar,7
Fabiola Woo,Cybersecurity,Energy,Udaipur,4
Jaycob,DevOps,Retail,Ghaziabad,0
Adeline,Network Administration,Technology,Kanpur,3
Wyatt Main,Software Testing and Quality Assurance,Transportation and Logistics,Ambala,6
Liana McClendon,IT Support,Construction,Manesar,2
Alysa Hurley,UI/UX Design,Entertainment,Hyderabad,1
Kylan Handley,Digital Marketing,Education,New Delhi,5
Gissell Fink,Data Science,Agriculture,Sonipat,0
Camila Weinstein,Blockchain Development,Energy,Bhopal,7
Nallely,Internet of Things (IoT),Automotive,Jhansi,4
Madilynn,Game Development,Consulting,Patna,2
Lamar Mares,Augmented Reality (AR) and Virtual Reality (VR),Legal Services,Dehradun,6
Kassandra,Big Data and Hadoop,Agriculture,Chandigarh,3
Alexzander,Communication Skills,Energy,Vishakhapatnam,1
Athena,Leadership,Automotive,Thiruvananthapuram,5
Davion Stanley,Problem-Solving,Consulting,Gaya,0
Lea Weldon,Creativity,Legal Services,Gandhinagar,2
Ann Skinner,Critical Thinking,Marketing and Advertising,Udaipur,7
Elyssa,Adaptability,Environmental Services,Hyderabad,1
Stewart,Time Management,Food and Beverage,New Delhi,6
Danyelle,Project Management,Telecommunications,Sonipat,3
Xochitl Mcmillen,Cross Platform Development,Fashion and Apparel,Bhopal,5
Brynn,Teamwork,Pharmaceuticals,Jhansi,4
Asya,Decision-Making,Interior Design and Decor,Patna,0
Javier,Public Speaking,Fitness and Wellness,Dehradun,7
Mohamed Hardesty,Customer Service,Technology,Chandigarh,1
Enzo,Negotiation,Transportation and Logistics,Vishakhapatnam,3
Marian Story,Sales and Marketing,Construction,Thiruvananthapuram,0
Astrid Eng,Financial Literacy,Entertainment,Gaya,5
Demonte,Writing and Editing,Education,Gandhinagar,4
Doris Edge,Presentation Skills,Agriculture,Udaipur,7
Mathew Noe,Conflict Resolution,Energy,Lucknow,2
Paige Hawk,Strategic Planning,Automotive,Amritsar,6
Mohammad,Interpersonal Skills,Consulting,Agra,0
Nehemiah Meade,Networking,Legal Services,Manesar,3
Donavan,Organization,Marketing and Advertising,Hyderabad,5
Gino Lindberg,Research,Environmental Services,New Delhi,1
Fallon,Time Management,Food and Beverage,Sonipat,6
Ray Lockhart,Stress Management,Telecommunications,Bhopal,4
Brielle Lindsey,Cross-Cultural Competence,Entertainment,Jhansi,0
Jalon Goldsmith,Problem-Solving,Education,Patna,2
Adelaide Paredes,Adaptability,Agriculture,Dehradun,3
Michael Champagne,Leadership,Medical,Chandigarh,7
Sarahi,Critical Thinking,Agriculture,Vishakhapatnam,1
Kentrell,Cross Platform Development,Energy,Thiruvananthapuram,5
Sheldon Durbin,Customer Service,Retail,Gaya,7
Oscar Quezada,Sales and Marketing,Technology,Gandhinagar,4
Maxwell,Public Relations,Transportation and Logistics,Udaipur,0
Efrain Alfonso,Conflict Resolution,Construction,Ahmedabad,3
Kegan Stovall,Negotiation,Entertainment,Rajkot,6
Alaina Driscoll,Project Management,Education,Gwalior,2
Josef Coon,Entrepreneurship,Agriculture,Indore,1
Adrianne,Ethics and Integrity,Energy,Nainital,5
Rogelio Osborne,Decision-Making,Automotive,Hamirpur,0
Khalil Feliciano,Time Management,Consulting,Noida,7
Fredrick Foster,Financial Planning,Legal Services,Nainital,4
Jodi,Event Planning,Agriculture,Vishakhapatnam,2
Dalia,Coaching and Mentoring,Energy,Thiruvananthapuram,6
Titus Coffman,Creative Thinking,Automotive,Gaya,3
Carl Landon,Multilingualism,Consulting,Gandhinagar,1
Lacie,Risk Management,Legal Services,Udaipur,4
Haden Cote,Sales Strategy,Marketing and Advertising,Ahmedabad,6
Holden,Flutter,Environmental Services,Rajkot,2
Dymond Kim,Mobile App Development ,Food and Beverage,Gwalior,7
Abbigail,Data Analysis ,Telecommunications,Indore,1
Stone,Database Management ,Fashion and Apparel,Hamirpur,3
Kelli,Cloud Computing ,Medical,Guwahati,0
Leon,Machine Learning and AI,Agriculture,Kota,5
Bill McCormick,Cybersecurity,Energy,Amravati,4
Ismael Bedford,DevOps,Retail,Itanagar,7
Ania,Network Administration,Technology,Dispur,2
Kerrigan Coughlin,Software Testing and Quality Assurance,Transportation and Logistics,Patna,6
Halley Boykin,IT Support,Construction,Raipur,0
Rick,UI/UX Design,Entertainment,Panaji,3
Rick Hudson,Digital Marketing,Education,Gandhinagar,5
Isela Khan,Data Science,Agriculture,Chandigarh,1
Ernest,Blockchain Development,Energy,Shimla,6
Drake,Internet of Things (IoT),Automotive,Srinagar,4
Tariq Stanton,Game Development,Consulting,Ranchi,0
Clyde,Augmented Reality (AR) and Virtual Reality (VR),Legal Services,Bangalore,2
John,Big Data and Hadoop,Education,Thiruvananthapuram,3
Max Phipps,Communication Skills,Agriculture,Bhopal,7
Waylon,Leadership,Energy,Mumbai,1
Amie Hacker,Problem-Solving,Automotive,Imphal,5
Cristofer Roth,Creativity,Technology,Shillong,7
Taniya Rush,Critical Thinking,Transportation and Logistics,Aizwal,4
Zane Drake,Adaptability,Construction,Kohima,0
Ramsey Quinonez,Time Management,Entertainment,Bhubaneswar,3
Ignacio Carrier,Project Management,Education,Chandigarh,6
Lyle Guest,Cross Platform Development,Agriculture,Jaipur,2
Jermaine,Teamwork,Energy,Thiruvananthapuram,1
Katharine Trejo,Decision-Making,Automotive,Gaya,5
Isabell Shackelford,Public Speaking,Consulting,Gandhinagar,0
Estefani Connor,Customer Service,Legal Services,Udaipur,7
Aleigha Solorio,Negotiation,Marketing and Advertising,Lucknow,4
Neo,Programming ,Environmental Services,Amritsar,2
Gabriel,Web Development ,Food and Beverage,Agra,6
Sahara Milton,Mobile App Development ,Telecommunications,Manesar,3
Bronson,Data Analysis ,,Hyderabad,1
Jaxson,Database Management ,,New Delhi,5
Kieran,Cloud Computing ,,Sonipat,0
Ramon Maier,Machine Learning and AI,Education,Bhopal,2
Benjamin,Cybersecurity,Agriculture,Jhansi,7
Amya,DevOps,Energy,Patna,1
Daylon Frank,Network Administration,Automotive,Dehradun,6
Paola,Software Testing and Quality Assurance,Legal Services,Dharamanagar,3
Matthew Davison,IT Support,Marketing and Advertising,Noida,5
Bianca Girard,UI/UX Design,Environmental Services,Nainital,4
Shana,Digital Marketing,Food and Beverage,Nadia,0
Augustine Braun,Data Science,Telecommunications,Vijaywada,7
Yamileth Harms,Blockchain Development,Fashion and Apparel,Amravati,1
Douglas,Internet of Things (IoT),Pharmaceuticals,Ghaziabad,3
Erykah Ng,Game Development,Interior Design and Decor,Kanpur,0
Cara,Augmented Reality (AR) and Virtual Reality (VR),Fitness and Wellness,Ambala,5
Corbin Voss,Big Data and Hadoop,Nonprofits,Manesar,4
Ivanna,Communication Skills,Aerospace and Defense,Hyderabad,7
Kendyl,Leadership,Media and Publishing,New Delhi,2
Terri Hendrickson,Problem-Solving,Waste Management,Sonipat,6
Christy,Creativity,Renewable Energy,Bhopal,0
Aysia McLean,Critical Thinking,Music and Arts,Jhansi,3
Kiya,Adaptability,Insurance,Patna,5
Donovan Hobson,Time Management,Medical,Dehradun,1
Guy Creamer,Project Management,Retail,Chandigarh,6
Daijah Rapp,Cross Platform Development,Manufacturing,Vishakhapatnam,4
Jonathon Toro,Teamwork,Wholesale,Thiruvananthapuram,0
Timothy,Decision-Making,E-commerce,Gaya,2
Abel,Public Speaking,Finance,Gandhinagar,3
Mallorie Gil,Customer Service,Real Estate,Udaipur,7
Miah,Negotiation,Hospitality,Lucknow,1
Aimee Hartman,Sales and Marketing,Healthcare,Kozhikode,5
Mattie,Financial Literacy,Technology,Indore,7
Treyton Shultz,Writing and Editing,Transportation and Logistics,Pune,4
Patience Lim,Presentation Skills,Construction,Ukhrul,0
Ronaldo Fallon,Conflict Resolution,Entertainment,Cherrapunji,3
Maxim Day,Strategic Planning,Education,Zawlnuam,6
Britton,Interpersonal Skills,Agriculture,Jakhama,2
Luke,Networking,Energy,Rourkela,1
Gerald,Organization,Automotive,Mohali,5
Zion,Research,Consulting,Udaipur,0
Alice Sadler,Time Management,Legal Services,Geyzing,7
Jevon,Stress Management,Marketing and Advertising,Coimbatore,4
Belinda Edgar,Cross-Cultural Competence,Environmental Services,Medak,2
Itzel Clapp,Problem-Solving,Food and Beverage,Dharamanagar,6
Randolph Majors,Adaptability,Telecommunications,Noida,3
Marcelo Faircloth,Leadership,Fashion and Apparel,Nainital,1
Jamie Boss,Critical Thinking,Pharmaceuticals,Vishakhapatnam,4
Josh,Cross Platform Development,Interior Design and Decor,Thiruvananthapuram,6
Deja,Customer Service,Fitness and Wellness,Gaya,2
Terrance,Sales and Marketing,Nonprofits,Gandhinagar,7
Tanner Dunlap,Public Relations,Education,Udaipur,1
Mohamed Hanson,Conflict Resolution,Agriculture,Ahmedabad,3
Allison Moody,Negotiation,Energy,Rajkot,0
Halee,Project Management,Automotive,Gwalior,5
Cannon,Entrepreneurship,Finance,Indore,4
Taya Noonan,Ethics and Integrity,Real Estate,Hamirpur,7
Joy Sousa,Decision-Making,Hospitality,Guwahati,2
Conrad,Time Management,Healthcare,Kota,6
Jessalyn,Financial Planning,Technology,Thiruvananthapuram,0
Katelynn Huerta,Event Planning,Transportation and Logistics,Meerut,3
Kavon Aguilar,Coaching and Mentoring,Construction,Noida,5
Jamari Neil,Creative Thinking,Entertainment,Jaipur,1
